Team 1,Team 2,Winner,Margin,Ground,Match Date,Year,Scorecard
b'Daredevils',b'Mum Indians',b'Mum Indians',b'8 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501201.html'
b'Warriors',b'Kings XI',b'Warriors',b'7 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501202.html'
b'KKR',b'Chargers',b'KKR',b'9 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501203.html'
b'Royals',b'Daredevils',b'Royals',b'6 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501204.html'
b'RCB',b'Mum Indians',b'Mum Indians',b'9 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501205.html'
b'Kings XI',b'Super Kings',b'Kings XI',b'6 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501206.html'
b'Warriors',b'Kochi',b'Warriors',b'4 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501207.html'
b'Chargers',b'RCB',b'Chargers',b'33 runs',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501208.html'
b'Royals',b'KKR',b'KKR',b'9 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501209.html'
b'Mum Indians',b'Kochi',b'Kochi',b'8 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501210.html'
b'Super Kings',b'RCB',b'Super Kings',b'21 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501211.html'
b'Chargers',b'Kings XI',b'Kings XI',b'8 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501212.html'
b'Warriors',b'Daredevils',b'Daredevils',b'3 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501213.html'
b'KKR',b'Royals',b'KKR',b'8 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501214.html'
b'Kochi',b'Super Kings',b'Kochi',b'7 wickets',b'Kochi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501215.html'
b'Daredevils',b'Chargers',b'Chargers',b'16 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501216.html'
b'RCB',b'Royals',b'abandoned',b'',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501217.html'
b'Mum Indians',b'Warriors',b'Mum Indians',b'7 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501218.html'
b'KKR',b'Kochi',b'Kochi',b'6 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501219.html'
b'Kings XI',b'Royals',b'Kings XI',b'48 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501220.html'
b'KKR',b'RCB',b'RCB',b'9 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501222.html'
b'Mum Indians',b'Super Kings',b'Mum Indians',b'8 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501221.html'
b'Daredevils',b'Kings XI',b'Daredevils',b'29 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501223.html'
b'Chargers',b'Mum Indians',b'Mum Indians',b'37 runs',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501224.html'
b'Royals',b'Kochi',b'Royals',b'8 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501225.html'
b'Super Kings',b'Warriors',b'Super Kings',b'25 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501226.html'
b'Daredevils',b'RCB',b'RCB',b'3 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501227.html'
b'Warriors',b'Super Kings',b'Super Kings',b'8 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501228.html'
b'Kochi',b'Chargers',b'Chargers',b'55 runs',b'Kochi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501229.html'
b'Daredevils',b'KKR',b'KKR',b'17 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501230.html'
b'Royals',b'Mum Indians',b'Royals',b'7 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501231.html'
b'RCB',b'Warriors',b'RCB',b'26 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501232.html'
b'Kochi',b'Daredevils',b'Daredevils',b'38 runs',b'Kochi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501233.html'
b'KKR',b'Kings XI',b'KKR',b'8 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501234.html'
b'Royals',b'Warriors',b'Royals',b'6 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501235.html'
b'Super Kings',b'Chargers',b'Super Kings',b'19 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501236.html'
b'Mum Indians',b'Kings XI',b'Mum Indians',b'23 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501237.html'
b'Daredevils',b'Kochi',b'Kochi',b'7 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501238.html'
b'Chargers',b'KKR',b'KKR',b'20 runs',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501239.html'
b'Super Kings',b'Royals',b'Super Kings',b'8 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501240.html'
b'Warriors',b'Mum Indians',b'Mum Indians',b'21 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501241.html'
b'Kochi',b'KKR',b'Kochi',b'17 runs',b'Kochi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501242.html'
b'Chargers',b'Daredevils',b'Daredevils',b'4 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501243.html'
b'RCB',b'Kings XI',b'RCB',b'85 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501244.html'
b'KKR',b'Super Kings',b'KKR',b'10 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501245.html'
b'Mum Indians',b'Daredevils',b'Mum Indians',b'32 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501246.html'
b'RCB',b'Kochi',b'RCB',b'9 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501247.html'
b'Kings XI',b'Warriors',b'Warriors',b'5 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501248.html'
b'Royals',b'Super Kings',b'Super Kings',b'63 runs',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501249.html'
b'Chargers',b'Warriors',b'Warriors',b'6 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501250.html'
b'Kings XI',b'Mum Indians',b'Kings XI',b'76 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501251.html'
b'Royals',b'RCB',b'RCB',b'9 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501252.html'
b'Super Kings',b'Daredevils',b'Super Kings',b'18 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501253.html'
b'Kochi',b'Kings XI',b'Kings XI',b'6 wickets',b'Indore',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501254.html'
b'RCB',b'KKR',b'RCB',b'4 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501255.html'
b'Mum Indians',b'Chargers',b'Chargers',b'10 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501256.html'
b'Kings XI',b'Daredevils',b'Kings XI',b'29 runs',b'Dharamsala',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501257.html'
b'Kochi',b'Royals',b'Kochi',b'8 wickets',b'Indore',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501258.html'
b'Warriors',b'Chargers',b'Chargers',b'6 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501259.html'
b'Kings XI',b'RCB',b'Kings XI',b'111 runs',b'Dharamsala',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501260.html'
b'Super Kings',b'Kochi',b'Super Kings',b'11 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501261.html'
b'Warriors',b'KKR',b'KKR',b'7 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501262.html'
b'Mum Indians',b'Royals',b'Royals',b'10 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501263.html'
b'Kings XI',b'Chargers',b'Chargers',b'82 runs',b'Dharamsala',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501264.html'
b'Daredevils',b'Warriors',b'no result',b'',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501265.html'
b'RCB',b'Super Kings',b'RCB',b'8 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501266.html'
b'KKR',b'Mum Indians',b'Mum Indians',b'5 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501267.html'
b'RCB',b'Super Kings',b'Super Kings',b'6 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501268.html'
b'KKR',b'Mum Indians',b'Mum Indians',b'4 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501269.html'
b'RCB',b'Mum Indians',b'RCB',b'43 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501270.html'
b'Super Kings',b'RCB',b'Super Kings',b'58 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/indian-premier-league-2011/engine/match/501271.html'
b'Chargers',b'KKR',b'KKR',b'11 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419106.html'
b'Mum Indians',b'Royals',b'Mum Indians',b'4 runs',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419107.html'
b'Kings XI',b'Daredevils',b'Daredevils',b'5 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419108.html'
b'KKR',b'RCB',b'KKR',b'7 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419109.html'
b'Super Kings',b'Chargers',b'Chargers',b'31 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419110.html'
b'Royals',b'Daredevils',b'Daredevils',b'6 wickets',b'Ahmedabad',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419111.html'
b'RCB',b'Kings XI',b'RCB',b'8 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419112.html'
b'KKR',b'Super Kings',b'Super Kings',b'55 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419113.html'
b'Daredevils',b'Mum Indians',b'Mum Indians',b'98 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419114.html'
b'RCB',b'Royals',b'RCB',b'10 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419115.html'
b'Daredevils',b'Super Kings',b'Super Kings',b'5 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419116.html'
b'Chargers',b'Kings XI',b'Chargers',b'6 runs',b'Cuttack',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419117.html'
b'Royals',b'KKR',b'Royals',b'34 runs',b'Ahmedabad',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419118.html'
b'Mum Indians',b'RCB',b'RCB',b'7 wickets',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419119.html'
b'Chargers',b'Daredevils',b'Chargers',b'10 runs',b'Cuttack',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419120.html'
b'Super Kings',b'Kings XI',b'tied',b'',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419121.html'
b'Mum Indians',b'KKR',b'Mum Indians',b'7 wickets',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419122.html'
b'RCB',b'Super Kings',b'RCB',b'36 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419123.html'
b'Kings XI',b'Royals',b'Royals',b'31 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419124.html'
b'RCB',b'Daredevils',b'Daredevils',b'17 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419128.html'
b'Mum Indians',b'Super Kings',b'Mum Indians',b'5 wickets',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419125.html'
b'Royals',b'Chargers',b'Royals',b'8 wickets',b'Ahmedabad',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419126.html'
b'Kings XI',b'KKR',b'KKR',b'39 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419127.html'
b'Royals',b'Super Kings',b'Royals',b'17 runs',b'Ahmedabad',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419129.html'
b'Chargers',b'Mum Indians',b'Mum Indians',b'41 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419130.html'
b'Daredevils',b'KKR',b'Daredevils',b'40 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419131.html'
b'Mum Indians',b'Kings XI',b'Mum Indians',b'4 wickets',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419132.html'
b'Super Kings',b'RCB',b'Super Kings',b'5 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419133.html'
b'Daredevils',b'Royals',b'Daredevils',b'67 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419134.html'
b'KKR',b'Chargers',b'KKR',b'24 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419135.html'
b'Kings XI',b'RCB',b'RCB',b'6 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419136.html'
b'Super Kings',b'Royals',b'Super Kings',b'23 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419137.html'
b'Mum Indians',b'Chargers',b'Mum Indians',b'63 runs',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419138.html'
b'KKR',b'Kings XI',b'Kings XI',b'8 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419139.html'
b'Daredevils',b'RCB',b'Daredevils',b'37 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419140.html'
b'Chargers',b'Royals',b'Royals',b'2 runs',b'Nagpur',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419141.html'
b'Super Kings',b'Mum Indians',b'Super Kings',b'24 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419142.html'
b'Royals',b'Kings XI',b'Royals',b'9 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419143.html'
b'KKR',b'Daredevils',b'KKR',b'14 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419144.html'
b'RCB',b'Chargers',b'Chargers',b'7 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419145.html'
b'Kings XI',b'Mum Indians',b'Kings XI',b'6 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419146.html'
b'Chargers',b'Super Kings',b'Chargers',b'6 wickets',b'Nagpur',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419147.html'
b'RCB',b'KKR',b'RCB',b'7 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419148.html'
b'Daredevils',b'Kings XI',b'Kings XI',b'7 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419149.html'
b'Royals',b'Mum Indians',b'Mum Indians',b'37 runs',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419150.html'
b'Chargers',b'RCB',b'Chargers',b'13 runs',b'Nagpur',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419151.html'
b'Mum Indians',b'Daredevils',b'Mum Indians',b'39 runs',b'Mumbai (BS)',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419152.html'
b'Super Kings',b'KKR',b'Super Kings',b'9 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419153.html'
b'Royals',b'RCB',b'RCB',b'5 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419154.html'
b'Super Kings',b'Daredevils',b'Daredevils',b'6 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419155.html'
b'Kings XI',b'Chargers',b'Chargers',b'5 wickets',b'Dharamsala',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419156.html'
b'RCB',b'Mum Indians',b'Mum Indians',b'57 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419157.html'
b'KKR',b'Royals',b'KKR',b'8 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419158.html'
b'Kings XI',b'Super Kings',b'Super Kings',b'6 wickets',b'Dharamsala',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419159.html'
b'Daredevils',b'Chargers',b'Chargers',b'11 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419160.html'
b'KKR',b'Mum Indians',b'KKR',b'9 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419161.html'
b'RCB',b'Mum Indians',b'Mum Indians',b'35 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419162.html'
b'Super Kings',b'Chargers',b'Super Kings',b'38 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419163.html'
b'RCB',b'Chargers',b'RCB',b'9 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419164.html'
b'Super Kings',b'Mum Indians',b'Super Kings',b'22 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl2010/engine/match/419165.html'
b'Super Kings',b'Mum Indians',b'Mum Indians',b'19 runs',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392181.html'
b'RCB',b'Royals',b'RCB',b'75 runs',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392182.html'
b'Daredevils',b'Kings XI',b'Daredevils',b'10 wickets',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392183.html'
b'Chargers',b'KKR',b'Chargers',b'8 wickets',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392184.html'
b'RCB',b'Super Kings',b'Super Kings',b'92 runs',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392185.html'
b'Kings XI',b'KKR',b'KKR',b'11 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392186.html'
b'Mum Indians',b'Royals',b'abandoned',b'',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392187.html'
b'RCB',b'Chargers',b'Chargers',b'24 runs',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392188.html'
b'Super Kings',b'Daredevils',b'Daredevils',b'9 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392189.html'
b'KKR',b'Royals',b'tied',b'',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392190.html'
b'RCB',b'Kings XI',b'Kings XI',b'7 wickets',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392191.html'
b'Chargers',b'Mum Indians',b'Chargers',b'12 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392192.html'
b'Super Kings',b'KKR',b'abandoned',b'',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392193.html'
b'RCB',b'Daredevils',b'Daredevils',b'6 wickets',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392194.html'
b'Kings XI',b'Royals',b'Kings XI',b'27 runs',b'Cape Town',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392195.html'
b'Super Kings',b'Chargers',b'Chargers',b'6 wickets',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392196.html'
b'KKR',b'Mum Indians',b'Mum Indians',b'92 runs',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392197.html'
b'Daredevils',b'Royals',b'Royals',b'5 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392198.html'
b'RCB',b'KKR',b'RCB',b'5 wickets',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392199.html'
b'Kings XI',b'Mum Indians',b'Kings XI',b'3 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392200.html'
b'Chargers',b'Daredevils',b'Daredevils',b'6 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392201.html'
b'Super Kings',b'Royals',b'Super Kings',b'38 runs',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392202.html'
b'KKR',b'Mum Indians',b'Mum Indians',b'9 runs',b'East London',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392203.html'
b'RCB',b'Kings XI',b'RCB',b'8 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392204.html'
b'Chargers',b'Royals',b'Royals',b'3 wickets',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392205.html'
b'Super Kings',b'Daredevils',b'Super Kings',b'18 runs',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392206.html'
b'Kings XI',b'KKR',b'Kings XI',b'6 wickets',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392207.html'
b'RCB',b'Mum Indians',b'RCB',b'9 wickets',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392208.html'
b'Super Kings',b'Chargers',b'Super Kings',b'78 runs',b'East London',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392209.html'
b'Kings XI',b'Royals',b'Royals',b'78 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392210.html'
b'Daredevils',b'KKR',b'Daredevils',b'9 wickets',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392211.html'
b'Chargers',b'Mum Indians',b'Chargers',b'19 runs',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392212.html'
b'RCB',b'Royals',b'Royals',b'7 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392213.html'
b'Super Kings',b'Kings XI',b'Super Kings',b'12 runs',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392214.html'
b'Daredevils',b'Mum Indians',b'Daredevils',b'7 wickets',b'East London',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392215.html'
b'Chargers',b'Kings XI',b'Kings XI',b'3 wickets',b'Kimberley',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392216.html'
b'Super Kings',b'Royals',b'Super Kings',b'7 wickets',b'Kimberley',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392217.html'
b'RCB',b'Mum Indians',b'Mum Indians',b'16 runs',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392218.html'
b'Daredevils',b'KKR',b'Daredevils',b'7 wickets',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392219.html'
b'Chargers',b'Royals',b'Chargers',b'53 runs',b'Kimberley',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392220.html'
b'RCB',b'KKR',b'RCB',b'6 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392221.html'
b'Kings XI',b'Mum Indians',b'Mum Indians',b'8 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392222.html'
b'Chargers',b'Daredevils',b'Daredevils',b'12 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392223.html'
b'RCB',b'Super Kings',b'RCB',b'2 wickets',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392224.html'
b'Mum Indians',b'Royals',b'Royals',b'2 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392225.html'
b'Daredevils',b'Kings XI',b'Kings XI',b'6 wickets',b'Bloemfontein',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392226.html'
b'Super Kings',b'Mum Indians',b'Super Kings',b'7 wickets',b'Port Elizabeth',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392227.html'
